time,binanceETHUSDTbidMax,binanceETHUSDTsellMin,nicehashETHUSDTbidMax,nicehashETHUSDTsellMin,okxETHUSDTETH-USDTbidMax,okxETHUSDTETH-USDTsellMin,bitstampETHUSDTbidMax,bitstampETHUSDTsellMin,
638140283546522538,1406.02,1406.1,1403.75,1407.75,1406.64,1405.1,0,0,
638140283546596552,1406.02,1406.09,1403.75,1407.75,1406.64,1405.1,0,0,
638140283546758474,1406.02,1406.03,1403.75,1407.75,1406.64,1405.1,0,0,
638140283549281170,1405.99,1406.03,1403.75,1407.75,1406.64,1405.1,0,0,
638140283549297813,1405.99,1406,1403.75,1407.75,1406.64,1405.1,0,0,
638140283549299530,1405.99,1406,1403.75,1407.75,1406.64,1405.1,0,0,
638140283552757915,1405.99,1406,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553517746,1405.77,1406,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553529669,1405.77,1405.98,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553530068,1405.77,1405.96,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553530455,1405.77,1405.89,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553530843,1405.77,1405.89,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553531658,1405.77,1405.88,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553531943,1405.77,1405.83,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553533644,1405.77,1405.81,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553533945,1405.77,1405.78,1403.75,1407.75,1406.28,1405.1,0,0,
638140283553893864,1405.77,1405.78,1403.75,1407.75,1406.2,1405.1,0,0,
638140283554551426,1405.63,1405.78,1403.75,1407.75,1406.2,1405.1,0,0,
638140283554570154,1405.63,1405.74,1403.75,1407.75,1406.2,1405.1,0,0,
638140283554570624,1405.63,1405.74,1403.75,1407.75,1406.2,1405.1,0,0,
638140283554753656,1405.63,1405.64,1403.75,1407.75,1406.2,1405.1,0,0,
638140283554754356,1405.63,1405.64,1403.75,1407.75,1406.2,1405.1,0,0,
638140283554942727,1405.63,1405.64,1403.75,1407.75,1406.16,1405.1,0,0,
638140283556824547,1405.63,1405.64,1403.75,1407.75,1406.12,1405.1,0,0,
638140283558880617,1405.63,1405.64,1403.75,1407.75,1406.04,1405.1,0,0,
638140283559818274,1405.63,1405.64,1403.75,1407.75,1406.06,1405.1,0,0,
638140283559818662,1405.63,1405.64,1403.75,1407.75,1406.11,1405.1,0,0,
638140283559819427,1405.63,1405.64,1403.75,1407.75,1406.11,1405.1,0,0,
638140283562409826,1405.6,1405.64,1403.75,1407.75,1406.11,1405.1,0,0,
638140283562414861,1405.6,1405.63,1403.75,1407.75,1406.11,1405.1,0,0,
638140283562417423,1405.6,1405.61,1403.75,1407.75,1406.11,1405.1,0,0,
638140283562849199,1405.6,1405.61,1403.75,1407.75,1405.87,1405.1,0,0,
638140283566746617,1405.6,1405.61,1403.75,1407.75,1405.9,1405.1,0,0,
638140283566747594,1405.6,1405.61,1403.75,1407.75,1406.01,1405.1,0,0,
638140283580426353,1405.6,1405.54,1403.75,1407.75,1406.01,1405.1,0,0,
638140283580469983,1405.53,1405.54,1403.75,1407.75,1406.01,1405.1,0,0,
638140283581399517,1405.46,1405.54,1403.75,1407.75,1406.01,1405.1,0,0,
638140283581415917,1405.46,1405.47,1403.75,1407.75,1406.01,1405.1,0,0,
638140283581417069,1405.46,1405.47,1403.75,1407.75,1406.01,1405.1,0,0,
638140283584848221,1405.46,1405.47,1403.75,1407.75,1405.88,1405.1,0,0,
638140283591752755,1405.46,1405.47,1403.75,1407.75,1405.98,1405.1,0,0,
638140283591753306,1405.46,1405.47,1403.75,1407.75,1405.98,1405.1,0,0,
638140283603352954,1405.48,1405.47,1403.75,1407.75,1405.98,1405.1,0,0,
638140283603355514,1405.48,1405.49,1403.75,1407.75,1405.98,1405.1,0,0,
638140283605389498,1405.48,1405.53,1403.75,1407.75,1405.98,1405.1,0,0,
638140283605410246,1405.52,1405.53,1403.75,1407.75,1405.98,1405.1,0,0,
638140283621494481,1405.53,1405.53,1403.75,1407.75,1405.98,1405.1,0,0,
638140283621495283,1405.53,1405.54,1403.75,1407.75,1405.98,1405.1,0,0,
638140283621761112,1405.53,1405.54,1403.75,1407.75,1405.99,1405.1,0,0,
638140283621764138,1405.53,1405.54,1403.75,1407.75,1406,1405.1,0,0,
638140283622419357,1405.53,1405.6,1403.75,1407.75,1406,1405.1,0,0,
638140283622463277,1405.59,1405.6,1403.75,1407.75,1406,1405.1,0,0,
638140283623818958,1405.59,1405.6,1403.75,1407.75,1406.11,1405.1,0,0,
638140283628456781,1405.66,1405.6,1403.75,1407.75,1406.11,1405.1,0,0,
638140283628457761,1405.66,1405.6,1403.75,1407.75,1406.11,1405.1,0,0,
638140283628459239,1405.66,1405.67,1403.75,1407.75,1406.11,1405.1,0,0,
638140283632426073,1405.73,1405.74,1403.75,1407.75,1406.11,1405.1,0,0,
638140283632428708,1405.73,1405.74,1403.75,1407.75,1406.11,1405.1,0,0,
638140283632429058,1405.73,1405.74,1403.75,1407.75,1406.11,1405.1,0,0,
638140283636336681,1405.8,1405.74,1403.75,1407.75,1406.11,1405.1,0,0,
638140283636337262,1405.8,1405.74,1403.75,1407.75,1406.11,1405.1,0,0,
638140283636342874,1405.8,1405.81,1403.75,1407.75,1406.11,1405.1,0,0,
638140283639805305,1405.8,1405.81,1403.75,1407.75,1406.15,1405.1,0,0,
638140283639806028,1405.8,1405.81,1403.75,1407.75,1406.15,1405.1,0,0,
638140283639806444,1405.8,1405.81,1403.75,1407.75,1406.15,1405.1,0,0,
638140283639807334,1405.8,1405.81,1403.75,1407.75,1406.23,1405.1,0,0,
638140283639807731,1405.8,1405.81,1403.75,1407.75,1406.23,1405.1,0,0,
638140283639808113,1405.8,1405.81,1403.75,1407.75,1406.23,1405.1,0,0,
638140283639808599,1405.8,1405.81,1403.75,1407.75,1406.23,1405.1,0,0,
638140283639809451,1405.8,1405.81,1403.75,1407.75,1406.25,1405.1,0,0,
638140283655355195,1405.68,1405.81,1403.75,1407.75,1406.25,1405.1,0,0,
638140283655361832,1405.68,1405.8,1403.75,1407.75,1406.25,1405.1,0,0,
638140283655362831,1405.68,1405.77,1403.75,1407.75,1406.25,1405.1,0,0,
638140283655363812,1405.68,1405.76,1403.75,1407.75,1406.25,1405.1,0,0,
638140283655364762,1405.68,1405.69,1403.75,1407.75,1406.25,1405.1,0,0,
638140283677809720,1405.68,1405.69,1403.75,1407.75,1406.26,1405.1,0,0,
638140283687788137,1405.68,1405.69,1403.75,1407.75,1406.21,1405.1,0,0,
638140283690761143,1405.68,1405.69,1403.75,1407.75,1406.2,1405.1,0,0,
638140283691847261,1405.68,1405.69,1403.75,1407.75,1406.12,1405.1,0,0,
638140283729701293,1405.68,1405.69,1403.75,1407.75,1406.13,1405.1,0,0,
638140283729702721,1405.68,1405.69,1403.75,1407.75,1406.15,1405.1,0,0,
638140283729703492,1405.68,1405.69,1403.75,1407.75,1406.16,1405.1,0,0,
638140283729704763,1405.68,1405.69,1403.75,1407.75,1406.2,1405.1,0,0,
638140283729705139,1405.68,1405.69,1403.75,1407.75,1406.2,1405.1,0,0,
638140283730814054,1405.68,1405.69,1403.75,1407.75,1406.22,1405.1,0,0,
638140283730814582,1405.68,1405.69,1403.75,1407.75,1406.36,1405.1,0,0,
638140283743889539,1405.68,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798646749,1405.72,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798647489,1405.72,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798648198,1405.73,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798648808,1405.74,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798649808,1405.76,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798650250,1405.78,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798650772,1405.8,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798670773,1405.86,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798671579,1405.96,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798672208,1406.12,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798672791,1406.15,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798673445,1406.15,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798676054,1406.15,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798679642,1406.15,1405.69,1403.75,1407.75,1406.28,1405.1,0,0,
638140283798703230,1406.15,1406.23,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799737518,1406.18,1406.23,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799738487,1406.19,1406.23,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799740013,1406.23,1406.23,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799740899,1406.24,1406.23,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799741666,1406.29,1406.23,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799774331,1406.29,1406.24,1403.75,1407.75,1406.28,1405.1,0,0,
638140283799775034,1406.29,1406.3,1403.75,1407.75,1406.28,1405.1,0,0,
638140283800598152,1406.29,1406.37,1403.75,1407.75,1406.28,1405.1,0,0,
638140283800622262,1406.36,1406.37,1403.75,1407.75,1406.28,1405.1,0,0,
638140283800622788,1406.36,1406.37,1403.75,1407.75,1406.28,1405.1,0,0,
638140283801322456,1406.36,1406.37,1403.75,1407.75,1406.29,1405.1,0,0,
638140283801323951,1406.36,1406.37,1403.75,1407.75,1406.49,1405.1,0,0,
638140283801324781,1406.36,1406.37,1403.75,1407.75,1406.63,1405.1,0,0,
638140283801325163,1406.36,1406.37,1403.75,1407.75,1406.63,1405.1,0,0,
638140283801325562,1406.36,1406.37,1403.75,1407.75,1406.63,1405.1,0,0,
638140283801326095,1406.36,1406.37,1403.75,1407.75,1406.66,1405.1,0,0,
638140283801326822,1406.36,1406.37,1403.75,1407.75,1406.66,1405.1,0,0,
638140283801328064,1406.36,1406.37,1403.75,1407.75,1406.84,1405.1,0,0,
638140283801328569,1406.36,1406.37,1403.75,1407.75,1406.84,1405.1,0,0,
638140283801329057,1406.36,1406.37,1403.75,1407.75,1406.84,1405.1,0,0,
638140283801330402,1406.36,1406.37,1403.75,1407.75,1406.9,1405.1,0,0,
638140283801330909,1406.36,1406.37,1403.75,1407.75,1406.91,1405.1,0,0,
638140283801332045,1406.36,1406.37,1403.75,1407.75,1406.96,1405.1,0,0,
638140283801955962,1406.36,1406.37,1403.75,1407.75,1406.99,1405.1,0,0,
638140283801956528,1406.36,1406.37,1403.75,1407.75,1406.99,1405.1,0,0,
638140283802557733,1406.41,1406.37,1403.75,1407.75,1406.99,1405.1,0,0,
638140283802558449,1406.42,1406.37,1403.75,1407.75,1406.99,1405.1,0,0,
638140283802559759,1406.55,1406.37,1403.75,1407.75,1406.99,1405.1,0,0,
638140283802579535,1406.55,1406.56,1403.75,1407.75,1406.99,1405.1,0,0,
638140283803315490,1406.55,1406.56,1404.63,1407.75,1406.99,1405.1,0,0,
638140283806604674,1406.56,1406.56,1404.63,1407.75,1406.99,1405.1,0,0,
638140283806609943,1406.56,1406.57,1404.63,1407.75,1406.99,1405.1,0,0,
638140283809886216,1406.56,1406.57,1404.63,1407.75,1407.17,1405.1,0,0,
638140283809903625,1406.56,1406.57,1404.63,1407.75,1407.17,1405.1,0,0,
638140283809904252,1406.56,1406.57,1404.63,1407.75,1407.17,1405.1,0,0,
638140283814377245,1406.56,1406.58,1404.63,1407.75,1407.17,1405.1,0,0,
638140283814387300,1406.6,1406.58,1404.63,1407.75,1407.17,1405.1,0,0,
638140283814390782,1406.6,1406.61,1404.63,1407.75,1407.17,1405.1,0,0,
638140283815525667,1406.61,1406.61,1404.63,1407.75,1407.17,1405.1,0,0,
638140283815526152,1406.61,1406.62,1404.63,1407.75,1407.17,1405.1,0,0,
638140283816755321,1406.61,1406.62,1404.63,1407.75,1407.18,1405.1,0,0,
638140283818643228,1406.68,1406.62,1404.63,1407.75,1407.18,1405.1,0,0,
638140283818643906,1406.68,1406.62,1404.63,1407.75,1407.18,1405.1,0,0,
638140283818644411,1406.69,1406.62,1404.63,1407.75,1407.18,1405.1,0,0,
638140283818664101,1406.69,1406.7,1404.63,1407.75,1407.18,1405.1,0,0,
638140283818881152,1406.69,1406.7,1404.63,1407.75,1407.2,1405.1,0,0,
638140283818882814,1406.69,1406.7,1404.63,1407.75,1407.22,1405.1,0,0,
638140283819728515,1406.69,1406.7,1404.63,1408.62,1407.22,1405.1,0,0,
638140283819729095,1406.69,1406.7,1404.63,1408.62,1407.22,1405.1,0,0,
638140283820649703,1406.71,1406.7,1404.63,1408.62,1407.22,1405.1,0,0,
638140283820653221,1406.71,1406.72,1404.63,1408.62,1407.22,1405.1,0,0,
638140283821578828,1406.78,1406.72,1404.63,1408.62,1407.22,1405.1,0,0,
638140283821586237,1406.78,1406.79,1404.63,1408.62,1407.22,1405.1,0,0,
638140283821894900,1406.78,1406.79,1404.63,1408.62,1407.31,1405.1,0,0,
638140283821895376,1406.78,1406.79,1404.63,1408.62,1407.36,1405.1,0,0,
638140283821895790,1406.78,1406.79,1404.63,1408.62,1407.36,1405.1,0,0,
638140283821896634,1406.78,1406.79,1404.63,1408.62,1407.44,1405.1,0,0,
638140283821896934,1406.78,1406.79,1404.63,1408.62,1407.44,1405.1,0,0,
638140283822689788,1406.83,1406.79,1404.63,1408.62,1407.44,1405.1,0,0,
638140283822691022,1406.83,1406.84,1404.63,1408.62,1407.44,1405.1,0,0,
638140283822838811,1406.83,1406.84,1404.63,1408.62,1407.46,1405.1,0,0,
638140283822839304,1406.83,1406.84,1404.63,1408.62,1407.46,1405.1,0,0,
638140283828511762,1406.95,1406.84,1404.63,1408.62,1407.46,1405.1,0,0,
638140283828512354,1406.95,1406.84,1404.63,1408.62,1407.46,1405.1,0,0,
638140283828516164,1406.95,1406.96,1404.63,1408.62,1407.46,1405.1,0,0,
638140283830370217,1406.95,1406.96,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830370688,1406.95,1406.96,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830371105,1406.95,1406.96,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830694958,1406.66,1406.96,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830695612,1406.66,1406.96,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830724534,1406.66,1406.78,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830726580,1406.66,1406.67,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830727099,1406.66,1406.67,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830727742,1406.66,1406.67,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830728182,1406.66,1406.67,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830728597,1406.66,1406.67,1404.63,1408.62,1407.36,1405.1,0,0,
638140283830729008,1406.66,1406.67,1404.63,1408.62,1407.36,1405.1,0,0,
638140283831049131,1406.66,1406.67,1404.63,1408.62,1407.24,1405.1,0,0,
638140283831969285,1406.66,1406.67,1404.63,1408.62,1406.97,1405.1,0,0,
638140283835529808,1406.58,1406.67,1404.63,1408.62,1406.97,1405.1,0,0,
638140283835530628,1406.58,1406.67,1404.63,1408.62,1406.97,1405.1,0,0,
638140283835535202,1406.58,1406.59,1404.63,1408.62,1406.97,1405.1,0,0,
638140283835536081,1406.58,1406.59,1404.63,1408.62,1406.97,1405.1,0,0,
638140283836816256,1406.58,1406.59,1404.63,1408.62,1407.04,1405.1,0,0,
638140283836816836,1406.58,1406.59,1404.63,1408.62,1407.04,1405.1,0,0,
638140283836818314,1406.58,1406.59,1404.63,1408.62,1407.21,1405.1,0,0,
638140283836818872,1406.58,1406.59,1404.63,1408.62,1407.21,1405.1,0,0,
638140283836819274,1406.58,1406.59,1404.63,1408.62,1407.21,1405.1,0,0,
638140283837623927,1406.67,1406.59,1404.63,1408.62,1407.21,1405.1,0,0,
638140283837631120,1406.67,1406.68,1404.63,1408.62,1407.21,1405.1,0,0,
638140283839814878,1406.67,1406.68,1404.63,1408.62,1407.04,1405.1,0,0,
638140283839815495,1406.67,1406.68,1404.63,1408.62,1407.04,1405.1,0,0,
638140283840635785,1406.67,1406.64,1404.63,1408.62,1407.04,1405.1,0,0,
638140283840637770,1406.67,1406.53,1404.63,1408.62,1407.04,1405.1,0,0,
638140283840638163,1406.67,1406.53,1404.63,1408.62,1407.04,1405.1,0,0,
638140283840655629,1406.52,1406.53,1404.63,1408.62,1407.04,1405.1,0,0,
638140283840880483,1406.52,1406.53,1404.63,1408.62,1406.97,1405.1,0,0,
638140283852796810,1406.52,1406.53,1404.63,1408.62,1407,1405.1,0,0,
638140283853749055,1406.52,1406.53,1404.63,1408.62,1407.02,1405.1,0,0,
638140283853750607,1406.52,1406.53,1404.63,1408.62,1407.16,1405.1,0,0,
638140283853750993,1406.52,1406.53,1404.63,1408.62,1407.16,1405.1,0,0,
638140283853751399,1406.52,1406.53,1404.63,1408.62,1407.18,1405.1,0,0,
638140283853751795,1406.52,1406.53,1404.63,1408.62,1407.18,1405.1,0,0,
638140283853752231,1406.52,1406.53,1404.63,1408.62,1407.18,1405.1,0,0,
638140283854833217,1406.52,1406.53,1404.63,1408.62,1407.24,1405.1,0,0,
638140283862847724,1406.52,1406.53,1404.63,1408.62,1406.97,1405.1,0,0,
638140283862848242,1406.52,1406.53,1404.63,1408.62,1406.97,1405.1,0,0,
638140283866593542,1406.51,1406.53,1404.63,1408.62,1406.97,1405.1,0,0,
638140283866594081,1406.44,1406.53,1404.63,1408.62,1406.97,1405.1,0,0,
638140283866597385,1406.44,1406.54,1404.63,1408.62,1406.97,1405.1,0,0,
638140283866598346,1406.44,1406.52,1404.63,1408.62,1406.97,1405.1,0,0,
638140283866598724,1406.44,1406.45,1404.63,1408.62,1406.97,1405.1,0,0,
638140283882550444,1406.44,1406.5,1404.63,1408.62,1406.97,1405.1,0,0,
638140283882575027,1406.45,1406.5,1404.63,1408.62,1406.97,1405.1,0,0,
638140283882576679,1406.49,1406.5,1404.63,1408.62,1406.97,1405.1,0,0,
638140283882577750,1406.49,1406.5,1404.63,1408.62,1406.97,1405.1,0,0,
638140283883822137,1406.49,1406.5,1404.63,1408.62,1406.98,1405.1,0,0,
638140283883822763,1406.49,1406.5,1404.63,1408.62,1407.01,1405.1,0,0,
638140283883823163,1406.49,1406.5,1404.63,1408.62,1407.01,1405.1,0,0,
638140283883823711,1406.49,1406.5,1404.63,1408.62,1407.16,1405.1,0,0,
638140283883824017,1406.49,1406.5,1404.63,1408.62,1407.16,1405.1,0,0,
638140283886832151,1406.49,1406.5,1404.63,1408.62,1407.34,1405.1,0,0,
638140283897590528,1406.51,1406.5,1404.63,1408.62,1407.34,1405.1,0,0,
638140283897591317,1406.51,1406.5,1404.63,1408.62,1407.34,1405.1,0,0,
638140283897592548,1406.58,1406.5,1404.63,1408.62,1407.34,1405.1,0,0,
638140283897593048,1406.68,1406.5,1404.63,1408.62,1407.34,1405.1,0,0,
638140283897593424,1406.68,1406.5,1404.63,1408.62,1407.34,1405.1,0,0,
638140283897598544,1406.68,1406.69,1404.63,1408.62,1407.34,1405.1,0,0,
638140283898511672,1406.71,1406.69,1404.63,1408.62,1407.34,1405.1,0,0,
638140283898518431,1406.71,1406.72,1404.63,1408.62,1407.34,1405.1,0,0,
638140283906553983,1406.78,1406.72,1404.63,1408.62,1407.34,1405.1,0,0,
638140283906555849,1406.78,1406.79,1404.63,1408.62,1407.34,1405.1,0,0,
638140283925642693,1406.72,1406.79,1404.63,1408.62,1407.34,1405.1,0,0,
638140283925664569,1406.72,1406.73,1404.63,1408.62,1407.34,1405.1,0,0,
638140283925808096,1406.72,1406.73,1404.63,1408.62,1407.17,1405.1,0,0,
638140283926644220,1406.56,1406.73,1404.63,1408.62,1407.17,1405.1,0,0,
638140283926648889,1406.56,1406.58,1404.63,1408.62,1407.17,1405.1,0,0,
638140283926652221,1406.56,1406.57,1404.63,1408.62,1407.17,1405.1,0,0,
638140283926653660,1406.56,1406.57,1404.63,1408.62,1407.17,1405.1,0,0,
638140284006747491,1406.56,1406.57,1404.63,1408.62,1407.18,1405.1,0,0,
638140284006748072,1406.56,1406.57,1404.63,1408.62,1407.21,1405.1,0,0,
638140284006748526,1406.56,1406.57,1404.63,1408.62,1407.21,1405.1,0,0,
638140284006749044,1406.56,1406.57,1404.63,1408.62,1407.22,1405.1,0,0,
638140284007876913,1406.56,1406.57,1404.63,1408.62,1407.33,1405.1,0,0,
638140284007877552,1406.56,1406.57,1404.63,1408.62,1407.33,1405.1,0,0,
638140284007877936,1406.56,1406.57,1404.63,1408.62,1407.33,1405.1,0,0,
638140284007878365,1406.56,1406.57,1404.63,1408.62,1407.33,1405.1,0,0,
638140284010627090,1406.58,1406.58,1404.63,1408.62,1407.33,1405.1,0,0,
638140284010631051,1406.58,1406.59,1404.63,1408.62,1407.33,1405.1,0,0,
638140284010632465,1406.58,1406.59,1404.63,1408.62,1407.33,1405.1,0,0,
638140284010632855,1406.58,1406.59,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014793251,1406.58,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014801196,1406.78,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014803123,1406.79,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014805026,1406.85,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014805463,1406.85,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014805871,1406.85,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014807078,1406.91,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014807609,1406.91,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014808940,1406.97,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284014809859,1406.97,1406.98,1404.63,1408.62,1407.33,1405.1,0,0,
638140284015177200,1406.97,1406.98,1404.63,1408.62,1407.34,1405.1,0,0,
638140284015767686,1406.99,1406.98,1404.63,1408.62,1407.34,1405.1,0,0,
638140284015789845,1406.99,1407,1404.63,1408.62,1407.34,1405.1,0,0,
638140284016837688,1406.99,1407,1404.63,1408.62,1407.37,1405.1,0,0,
638140284016838761,1406.99,1407,1404.63,1408.62,1407.46,1405.1,0,0,
