time,binanceETHBTCbidMax,binanceETHBTCsellMin,nicehashETHBTCbidMax,nicehashETHBTCsellMin,okxETHBTCETH-BTCbidMax,okxETHBTCETH-BTCsellMin,bitstampETHBTCbidMax,bitstampETHBTCsellMin,
638140282490488162,0.070734,0.070735,0.06710001,0,0.07074,0.07075,0,0,
638140282511749868,0.070735,0.070735,0.06710001,0,0.07074,0.07075,0,0,
638140282511751053,0.070735,0.070736,0.06710001,0,0.07074,0.07075,0,0,
638140282514751972,0.070735,0.070736,0.06710001,0,0.07075,0.07075,0,0,
638140282514754746,0.070735,0.070736,0.06710001,0,0.07075,0.07076,0,0,
638140282616736448,0.070735,0.070736,0.06710001,0,0.07074,0.07075,0,0,
638140282616736917,0.070735,0.070736,0.06710001,0,0.07074,0.07075,0,0,
638140282637888956,0.070736,0.070736,0.06710001,0,0.07074,0.07075,0,0,
638140282637889892,0.070736,0.070737,0.06710001,0,0.07074,0.07075,0,0,
638140282680972599,0.070738,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282680973655,0.070738,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282680973980,0.070738,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282719863329,0.070739,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282719864067,0.070739,0.07074,0.06710001,0,0.07074,0.07075,0,0,
638140282735892611,0.070738,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282735893943,0.070738,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282862892651,0.070739,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140282862894690,0.070739,0.07074,0.06710001,0,0.07074,0.07075,0,0,
638140282866048877,0.07074,0.07074,0.06710001,0,0.07074,0.07075,0,0,
638140282866050040,0.07074,0.070741,0.06710001,0,0.07074,0.07075,0,0,
638140282992006657,0.07074,0.070741,0,0,0.07074,0.07075,0,0,
638140282994363677,0.07074,0.070741,0.06710001,0,0.07074,0.07075,0,0,
638140283016979342,0.070738,0.070741,0.06710001,0,0.07074,0.07075,0,0,
638140283016979913,0.070738,0.070741,0.06710001,0,0.07074,0.07075,0,0,
638140283016980743,0.070738,0.070739,0.06710001,0,0.07074,0.07075,0,0,
638140283036010812,0.070737,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283036021874,0.070737,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283054130612,0.070749,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283054131461,0.070749,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283054131805,0.070749,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283054132174,0.070749,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283054132649,0.070754,0.070738,0.06710001,0,0.07074,0.07075,0,0,
638140283054141050,0.070754,0.070755,0.06710001,0,0.07074,0.07075,0,0,
638140283096089345,0.070756,0.070755,0.06710001,0,0.07074,0.07075,0,0,
638140283096089858,0.070756,0.070755,0.06710001,0,0.07074,0.07075,0,0,
638140283096090186,0.070756,0.070757,0.06710001,0,0.07074,0.07075,0,0,
638140283197072637,0.070757,0.070758,0.06710001,0,0.07074,0.07075,0,0,
638140283197073527,0.070757,0.070758,0.06710001,0,0.07074,0.07075,0,0,
638140283224734226,0.070757,0.070758,0.06710001,0,0.07075,0.07075,0,0,
638140283224738950,0.070757,0.070758,0.06710001,0,0.07075,0.07076,0,0,
638140283227807351,0.070757,0.070758,0.06710001,0,0.07076,0.07076,0,0,
638140283227809778,0.070757,0.070758,0.06710001,0,0.07076,0.07077,0,0,
638140283228104513,0.070758,0.070758,0.06710001,0,0.07076,0.07077,0,0,
638140283228107265,0.070758,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229208674,0.070757,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229209429,0.07076,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229209817,0.07076,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229210845,0.070771,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229211248,0.070771,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229212877,0.070776,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229213200,0.070776,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229214807,0.070778,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283229221439,0.070778,0.070779,0.06710001,0,0.07076,0.07077,0,0,
638140283229819879,0.070778,0.070779,0.06710001,0,0.07076,0.07078,0,0,
638140283229826143,0.070778,0.070779,0.06710001,0,0.07077,0.07078,0,0,
638140283234185626,0.070771,0.070779,0.06710001,0,0.07077,0.07078,0,0,
638140283234188498,0.070771,0.070777,0.06710001,0,0.07077,0.07078,0,0,
638140283234189292,0.070771,0.070776,0.06710001,0,0.07077,0.07078,0,0,
638140283234660880,0.070771,0.070776,0.06710001,0,0.07076,0.07078,0,0,
638140283234663331,0.070771,0.070776,0.06710001,0,0.07076,0.07077,0,0,
638140283235127441,0.070771,0.070775,0.06710001,0,0.07076,0.07077,0,0,
638140283235127818,0.070771,0.070775,0.06710001,0,0.07076,0.07077,0,0,
638140283235128191,0.070771,0.070775,0.06710001,0,0.07076,0.07077,0,0,
638140283235128980,0.070771,0.070772,0.06710001,0,0.07076,0.07077,0,0,
638140283236058394,0.070767,0.070772,0.06710001,0,0.07076,0.07077,0,0,
638140283236062647,0.070767,0.070771,0.06710001,0,0.07076,0.07077,0,0,
638140283236062960,0.070767,0.070768,0.06710001,0,0.07076,0.07077,0,0,
638140283238293611,0.070764,0.070768,0.06710001,0,0.07076,0.07077,0,0,
638140283238296459,0.070764,0.070765,0.06710001,0,0.07076,0.07077,0,0,
638140283239158433,0.070763,0.070765,0.06710001,0,0.07076,0.07077,0,0,
638140283239159781,0.070763,0.070764,0.06710001,0,0.07076,0.07077,0,0,
638140283240283098,0.070759,0.070763,0.06710001,0,0.07076,0.07077,0,0,
638140283240283584,0.070759,0.070763,0.06710001,0,0.07076,0.07077,0,0,
638140283240284798,0.070759,0.07076,0.06710001,0,0.07076,0.07077,0,0,
638140283241193987,0.070747,0.07076,0.06710001,0,0.07076,0.07077,0,0,
638140283241196405,0.070747,0.070766,0.06710001,0,0.07076,0.07077,0,0,
638140283241196725,0.070747,0.070766,0.06710001,0,0.07076,0.07077,0,0,
638140283241198733,0.070747,0.070748,0.06710001,0,0.07076,0.07077,0,0,
638140283241199180,0.070747,0.070748,0.06710001,0,0.07076,0.07077,0,0,
638140283245262967,0.070748,0.070748,0.06710001,0,0.07076,0.07077,0,0,
638140283245277799,0.070754,0.070748,0.06710001,0,0.07076,0.07077,0,0,
638140283245279834,0.070754,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283245280857,0.070754,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283245281198,0.070754,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283245785139,0.070754,0.070759,0.06710001,0,0.07076,0.07078,0,0,
638140283245807766,0.070754,0.070759,0.06710001,0,0.07077,0.07078,0,0,
638140283246226145,0.070755,0.070759,0.06710001,0,0.07077,0.07078,0,0,
638140283246226544,0.070755,0.070759,0.06710001,0,0.07077,0.07078,0,0,
638140283246227973,0.070758,0.070759,0.06710001,0,0.07077,0.07078,0,0,
638140283255836270,0.070758,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283255837829,0.070758,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283260340952,0.070757,0.070759,0.06710001,0,0.07076,0.07077,0,0,
638140283260342495,0.070757,0.070758,0.06710001,0,0.07076,0.07077,0,0,
638140283268203797,0.070756,0.070757,0.06710001,0,0.07076,0.07077,0,0,
638140283268205787,0.070756,0.070757,0.06710001,0,0.07076,0.07077,0,0,
