time,binanceUNIBTCbidMax,binanceUNIBTCsellMin,nicehashUNIBTCbidMax,nicehashUNIBTCsellMin,okxUNIBTCUNI-BTCbidMax,okxUNIBTCUNI-BTCsellMin,bitstampUNIBTCbidMax,bitstampUNIBTCsellMin,
638140284476742280,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002797,0,0,
638140284476742825,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002797,0,0,
638140284477926524,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002798,0,0,
638140284492030456,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284498722059,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284499827339,0.0002795,0.0002797,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284502820443,0.0002795,0.0002797,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284502878163,0.0002796,0.0002797,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284503750986,0.0002796,0.0002797,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284504853181,0.0002796,0.0002797,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284512826523,0.0002795,0.0002797,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284515961726,0.0002796,0.0002797,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284526746591,0.0002796,0.0002797,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284533087055,0.0002795,0.0002797,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284534756847,0.0002795,0.0002797,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284583773004,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284592794399,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002798,0,0,
638140284611823803,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284613890105,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002798,0,0,
638140284665886307,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284668870547,0.0002795,0.0002796,0.00027912,0.00028008,0.0002792,0.0002798,0,0,
638140284672731367,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284709730766,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002797,0,0,
638140284728314351,0.0002794,0.0002796,0.00027912,0.00028008,0.0002793,0.0002797,0,0,
638140284728986366,0.0002794,0.0002795,0.00027912,0.00028008,0.0002793,0.0002797,0,0,
638140284730696412,0.0002794,0.0002795,0.00027912,0.00028005,0.0002793,0.0002797,0,0,
638140284731148022,0.0002794,0.0002795,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284755872360,0.0002794,0.0002796,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284771238013,0.0002794,0.0002795,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284772054733,0.0002794,0.0002796,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284786155518,0.0002794,0.0002795,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284786748482,0.0002794,0.0002795,0.00027912,0.00027988,0.0002792,0.0002797,0,0,
638140284801837341,0.0002794,0.0002795,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284832970951,0.0002793,0.0002795,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284833927154,0.0002793,0.0002794,0.00027912,0.00027988,0.0002793,0.0002797,0,0,
638140284834719004,0.0002793,0.0002794,0.00027891,0.00027988,0.0002793,0.0002797,0,0,
638140284834719546,0.0002793,0.0002794,0.00027891,0.00027988,0.0002793,0.0002797,0,0,
638140284843817228,0.0002793,0.0002794,0.00027891,0.00027988,0.0002793,0.0002796,0,0,
638140284896846548,0.0002793,0.0002794,0.00027891,0.00027988,0.0002792,0.0002796,0,0,
638140284897001156,0.0002792,0.0002794,0.00027891,0.00027988,0.0002792,0.0002796,0,0,
638140284898079143,0.0002792,0.0002793,0.00027891,0.00027988,0.0002792,0.0002796,0,0,
638140284899803041,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140284899803876,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140284900731818,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140284909810366,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140284947760518,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002795,0,0,
638140285028748147,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285037005772,0.0002792,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285041374442,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285042151300,0.0002792,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285067992708,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285070026822,0.0002792,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285125063583,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285136879491,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002795,0,0,
638140285137797082,0.0002792,0.0002793,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285254307431,0.0002792,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285275244773,0.0002793,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285280915779,0.0002793,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285307290568,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285307298127,0.0002794,0.0002795,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285307298657,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285312884168,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002797,0,0,
638140285315109949,0.0002795,0.0002794,0.00027891,0.00027968,0.0002793,0.0002797,0,0,
638140285326966911,0.0002795,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285328146173,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285351063311,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002797,0,0,
638140285352849507,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002797,0,0,
638140285352851494,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002798,0,0,
638140285353785492,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002799,0,0,
638140285356747584,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002799,0,0,
638140285368930551,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002798,0,0,
638140285397889943,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002798,0,0,
638140285397890361,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002799,0,0,
638140285398843751,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002799,0,0,
638140285435972343,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002799,0,0,
638140285437876678,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.00028,0,0,
638140285438827116,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.00028,0,0,
638140285438829837,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.0002801,0,0,
638140285442891866,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.00028,0,0,
638140285461160956,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.0002799,0,0,
638140285462847867,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.00028,0,0,
638140285463790058,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.0002799,0,0,
638140285463790614,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.0002798,0,0,
638140285465749985,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.0002799,0,0,
638140285477847270,0.0002794,0.0002794,0.00027891,0.00027968,0.0002795,0.0002798,0,0,
638140285484879633,0.0002794,0.0002794,0.00027891,0.00027968,0.0002794,0.0002798,0,0,
638140285512812383,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002798,0,0,
638140285513741992,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002796,0,0,
638140285513742885,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002796,0,0,
638140285514844738,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002797,0,0,
638140285565776542,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285651762195,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285695854648,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002795,0,0,
638140285712851815,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285713768967,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285714901169,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285716967336,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285717859945,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285721803234,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285722753199,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285724802669,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002795,0,0,
638140285728847481,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285735870083,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002795,0,0,
638140285738899032,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002796,0,0,
638140285823924391,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002797,0,0,
638140285837978924,0.0002794,0.0002794,0.00027891,0.00027968,0.0002792,0.0002798,0,0,
638140285944893824,0.0002794,0.0002794,0.00027891,0.00027968,0.0002793,0.0002798,0,0,
