time,binanceUNIBTCbidMax,binanceUNIBTCsellMin,nicehashUNIBTCbidMax,nicehashUNIBTCsellMin,okxUNIBTCUNI-BTCbidMax,okxUNIBTCUNI-BTCsellMin,bitstampUNIBTCbidMax,bitstampUNIBTCsellMin,
638140283078165639,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283079067684,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283133357377,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283158193822,0.0002793,0.0002794,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283191343592,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283225354083,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283234427191,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283243232423,0.0002793,0.0002794,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283245607286,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283246660616,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283249447070,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283250479586,0.0002793,0.0002794,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283252408050,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283254438356,0.0002793,0.0002794,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283258300036,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283263494837,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002796,0,0,
638140283276639320,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283276639785,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002798,0,0,
638140283282278135,0.0002795,0.0002795,0.00027901,0.00027988,0.0002792,0.0002798,0,0,
638140283282280675,0.0002795,0.0002796,0.00027901,0.00027988,0.0002792,0.0002798,0,0,
638140283282778124,0.0002795,0.0002796,0.00027901,0.00027988,0.0002793,0.0002798,0,0,
638140283289484243,0.0002795,0.0002796,0.00027901,0.00028007,0.0002793,0.0002798,0,0,
638140283308798450,0.0002795,0.0002796,0.00027901,0.00028007,0.0002794,0.0002798,0,0,
638140283395320888,0.0002794,0.0002796,0.00027901,0.00028007,0.0002794,0.0002798,0,0,
638140283407871622,0.0002794,0.0002796,0.00027901,0.00028007,0.0002794,0.0002797,0,0,
638140283410283971,0.0002794,0.0002795,0.00027901,0.00028007,0.0002794,0.0002797,0,0,
638140283412267097,0.0002794,0.0002795,0.00027901,0.00027988,0.0002794,0.0002797,0,0,
638140283417294850,0.0002794,0.0002796,0.00027901,0.00027988,0.0002794,0.0002797,0,0,
638140283421393926,0.0002794,0.0002795,0.00027901,0.00027988,0.0002794,0.0002797,0,0,
638140283428328802,0.0002794,0.0002796,0.00027901,0.00027988,0.0002794,0.0002797,0,0,
638140283440240450,0.0002794,0.0002795,0.00027901,0.00027988,0.0002794,0.0002797,0,0,
638140283441200891,0.0002794,0.0002796,0.00027901,0.00027988,0.0002794,0.0002797,0,0,
638140283441690667,0.0002794,0.0002796,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283467332917,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283493385095,0.0002794,0.0002794,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283493447265,0.0002793,0.0002794,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283516516703,0.0002793,0.0002795,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283528571544,0.0002793,0.0002794,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283530332576,0.0002794,0.0002794,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283530433538,0.0002794,0.0002795,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283531426254,0.0002794,0.0002796,0.00027901,0.00027988,0.0002792,0.0002797,0,0,
638140283532799649,0.0002794,0.0002796,0.00027901,0.00027988,0.0002793,0.0002797,0,0,
638140283533287171,0.0002795,0.0002796,0.00027901,0.00027988,0.0002793,0.0002797,0,0,
638140283538333778,0.0002794,0.0002796,0.00027901,0.00027988,0.0002793,0.0002797,0,0,
638140283539431768,0.0002795,0.0002796,0.00027901,0.00027988,0.0002793,0.0002797,0,0,
638140283540827837,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002797,0,0,
638140283549747521,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283550686338,0.0002795,0.0002796,0.00027901,0.00028008,0.0002792,0.0002798,0,0,
638140283555694633,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283706449446,0.0002794,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283726410680,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283737413774,0.0002794,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283742574129,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283799633564,0.0002794,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283800658509,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283807702732,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002798,0,0,
638140283808704689,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.0002798,0,0,
638140283811734677,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002798,0,0,
638140283812673204,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.0002798,0,0,
638140283820711192,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.00028,0,0,
638140283820711878,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.0002799,0,0,
638140283821726094,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.0002801,0,0,
638140283822869187,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.00028,0,0,
638140283823806662,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.00028,0,0,
638140283828819742,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002799,0,0,
638140283828820219,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002799,0,0,
638140283828821517,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002798,0,0,
638140283829729587,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.00028,0,0,
638140283830821970,0.0002795,0.0002796,0.00027901,0.00028008,0.0002793,0.00028,0,0,
638140283832699623,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.00028,0,0,
638140283839693490,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002799,0,0,
638140283910745597,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.00028,0,0,
638140283948760973,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002798,0,0,
638140283948761430,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002798,0,0,
638140283949848069,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002799,0,0,
638140283975684259,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.0002799,0,0,
638140283976810149,0.0002795,0.0002796,0.00027901,0.00028008,0.0002794,0.0002799,0,0,
638140284046782617,0.0002795,0.0002796,0.00027901,0.00028008,0.0002795,0.0002799,0,0,
638140284047631538,0.0002796,0.0002796,0.00027901,0.00028008,0.0002795,0.0002799,0,0,
638140284047634019,0.0002796,0.0002798,0.00027901,0.00028008,0.0002795,0.0002799,0,0,
638140284048561547,0.0002797,0.0002798,0.00027901,0.00028008,0.0002795,0.0002799,0,0,
638140284048825789,0.0002797,0.0002798,0.00027901,0.00028008,0.0002795,0.0002801,0,0,
638140284049007943,0.0002797,0.0002798,0.00027921,0.00028008,0.0002795,0.0002801,0,0,
638140284049485134,0.0002797,0.0002798,0.00027931,0.00028008,0.0002795,0.0002801,0,0,
638140284075818240,0.0002797,0.0002798,0.00027931,0.00028008,0.0002795,0.0002799,0,0,
638140284075818678,0.0002797,0.0002798,0.00027931,0.00028008,0.0002795,0.0002799,0,0,
638140284076750247,0.0002797,0.0002798,0.00027931,0.00028008,0.0002795,0.00028,0,0,
638140284086843726,0.0002797,0.0002798,0.00027931,0.00028008,0.0002794,0.00028,0,0,
638140284089716646,0.0002797,0.0002798,0.00027931,0.00028008,0.0002795,0.00028,0,0,
638140284133816828,0.0002797,0.0002798,0.00027931,0.00028008,0.0002794,0.00028,0,0,
638140284136921172,0.0002796,0.0002798,0.00027931,0.00028008,0.0002794,0.00028,0,0,
638140284139147906,0.0002796,0.0002798,0.00027931,0.00028008,0.0002795,0.00028,0,0,
638140284202868546,0.0002796,0.0002798,0.00027931,0.00028008,0.0002795,0.0002799,0,0,
638140284204718109,0.0002796,0.0002798,0.00027931,0.00028008,0.0002795,0.00028,0,0,
638140284245734493,0.0002796,0.0002797,0.00027931,0.00028008,0.0002795,0.00028,0,0,
638140284247795122,0.0002796,0.0002797,0.00027931,0.00028008,0.0002795,0.0002799,0,0,
638140284248912606,0.0002796,0.0002797,0.00027931,0.00028008,0.0002795,0.0002797,0,0,
638140284248913005,0.0002796,0.0002797,0.00027931,0.00028008,0.0002795,0.0002797,0,0,
638140284255805325,0.0002796,0.0002797,0.00027931,0.00028008,0.0002794,0.0002797,0,0,
638140284256391728,0.0002796,0.0002797,0.00027921,0.00028008,0.0002794,0.0002797,0,0,
638140284256743334,0.0002795,0.0002797,0.00027921,0.00028008,0.0002794,0.0002797,0,0,
638140284257665720,0.0002795,0.0002796,0.00027921,0.00028008,0.0002794,0.0002797,0,0,
638140284257800028,0.0002795,0.0002796,0.00027921,0.00028008,0.0002793,0.0002797,0,0,
638140284257969451,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002797,0,0,
638140284306895785,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284342884754,0.0002795,0.0002796,0.00027912,0.00028008,0.0002792,0.0002798,0,0,
638140284346773679,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284400931022,0.0002794,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284401756295,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284401757621,0.0002795,0.0002797,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284402695559,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002798,0,0,
638140284402835252,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284408810874,0.0002794,0.0002796,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284414705686,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284425830271,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
638140284444008327,0.0002795,0.0002796,0.00027912,0.00028008,0.0002793,0.0002799,0,0,
638140284445918846,0.0002795,0.0002796,0.00027912,0.00028008,0.0002794,0.0002799,0,0,
