time,binanceLTCBTCbidMax,binanceLTCBTCsellMin,nicehashLTCBTCbidMax,nicehashLTCBTCsellMin,okxLTCBTCLTC-BTCbidMax,okxLTCBTCLTC-BTCsellMin,bitstampLTCBTCbidMax,bitstampLTCBTCsellMin,
638140283924899211,0.003691,0.003692,0.003685,0.00369779,0.00369,0.003692,0,0,
638140283925951017,0.003691,0.003692,0.003685,0.00369779,0.00369,0.003691,0,0,
638140283926916217,0.003691,0.003692,0.003685,0.00369779,0.00369,0.003692,0,0,
638140283960810011,0.003691,0.003692,0.003685,0.00369779,0.00369,0.003693,0,0,
638140283961923923,0.003691,0.003692,0.003685,0.00369779,0.00369,0.003692,0,0,
638140283975201768,0.003691,0.003692,0.003685,0.0036978,0.00369,0.003692,0,0,
638140283986925249,0.003691,0.003692,0.003685,0.0036978,0.00369,0.003693,0,0,
638140283995880483,0.003691,0.003692,0.003685,0.0036978,0.00369,0.003692,0,0,
638140284008819737,0.003691,0.003692,0.003685,0.0036978,0.00369,0.003693,0,0,
638140284015587662,0.003692,0.003692,0.003685,0.0036978,0.00369,0.003693,0,0,
638140284015589839,0.003692,0.003693,0.003685,0.0036978,0.00369,0.003693,0,0,
638140284087197176,0.003692,0.003693,0.003685,0.0036978,0.00369,0.003695,0,0,
638140284088862287,0.003692,0.003693,0.003685,0.0036978,0.00369,0.003693,0,0,
638140284088862774,0.003692,0.003693,0.003685,0.0036978,0.00369,0.003693,0,0,
638140284094905874,0.003692,0.003693,0.003685,0.0036978,0.00369,0.003694,0,0,
638140284095527533,0.003693,0.003693,0.003685,0.0036978,0.00369,0.003694,0,0,
638140284095530925,0.003693,0.003694,0.003685,0.0036978,0.00369,0.003694,0,0,
638140284095858556,0.003693,0.003694,0.003685,0.0036978,0.003691,0.003694,0,0,
638140284097230717,0.003693,0.003694,0.00368796,0.0036978,0.003691,0.003694,0,0,
638140284118211406,0.003693,0.003694,0.00368796,0.0036978,0.003691,0.003693,0,0,
638140284134145458,0.003693,0.003694,0.00368796,0.0036978,0.00369,0.003693,0,0,
638140284137257362,0.003693,0.003694,0.00368796,0.0036978,0.003691,0.003693,0,0,
638140284138401494,0.003693,0.003694,0.00368796,0.0036978,0.003691,0.003695,0,0,
638140284139731818,0.003693,0.003695,0.00368796,0.0036978,0.003691,0.003695,0,0,
638140284165582163,0.003693,0.003694,0.00368796,0.0036978,0.003691,0.003695,0,0,
638140284221929272,0.003693,0.003694,0.00368796,0.0036978,0.00369,0.003695,0,0,
638140284222881736,0.003693,0.003694,0.00368796,0.0036978,0.00369,0.003693,0,0,
638140284222882197,0.003693,0.003694,0.00368796,0.0036978,0.00369,0.003693,0,0,
638140284223672818,0.003692,0.003694,0.00368796,0.0036978,0.00369,0.003693,0,0,
638140284223674542,0.003692,0.003693,0.00368796,0.0036978,0.00369,0.003693,0,0,
638140284223944844,0.003692,0.003693,0.00368536,0.0036978,0.00369,0.003693,0,0,
638140284224891033,0.003692,0.003693,0.00368536,0.0036978,0.00369,0.003694,0,0,
638140284237589115,0.003691,0.003693,0.00368536,0.0036978,0.00369,0.003694,0,0,
638140284237589660,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003694,0,0,
638140284244201161,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003692,0,0,
638140284244999986,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003693,0,0,
638140284276032282,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003691,0,0,
638140284276640822,0.00369,0.003692,0.00368536,0.0036978,0.00369,0.003691,0,0,
638140284276643046,0.00369,0.003691,0.00368536,0.0036978,0.00369,0.003691,0,0,
638140284293686549,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003691,0,0,
638140284293687935,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003691,0,0,
638140284293982246,0.003691,0.003692,0.00368536,0.0036978,0.00369,0.003693,0,0,
638140284299573707,0.003691,0.003692,0.00368537,0.0036978,0.00369,0.003693,0,0,
638140284310770585,0.003692,0.003693,0.00368537,0.0036978,0.00369,0.003693,0,0,
638140284310771063,0.003692,0.003693,0.00368537,0.0036978,0.00369,0.003693,0,0,
638140284344134473,0.003692,0.003693,0.00368537,0.0036978,0.00369,0.003694,0,0,
638140284353656633,0.003692,0.003694,0.00368537,0.0036978,0.00369,0.003694,0,0,
638140284359791039,0.003693,0.003694,0.00368537,0.0036978,0.00369,0.003694,0,0,
638140284373871418,0.003693,0.003694,0.00368537,0.0036978,0.003691,0.003694,0,0,
638140284404235127,0.003693,0.003694,0.00368537,0.0036978,0.003691,0.003695,0,0,
