time,binanceLTCBTCbidMax,binanceLTCBTCsellMin,nicehashLTCBTCbidMax,nicehashLTCBTCsellMin,okxLTCBTCLTC-BTCbidMax,okxLTCBTCLTC-BTCsellMin,bitstampLTCBTCbidMax,bitstampLTCBTCsellMin,
638140284406940958,0.003694,0.003695,0.00368537,0.0036978,0.003691,0.003695,0,0,
638140284406941317,0.003694,0.003695,0.00368537,0.0036978,0.003691,0.003695,0,0,
638140284407043005,0.003694,0.003695,0.00368796,0.0036978,0.003691,0.003695,0,0,
638140284413603710,0.003694,0.003695,0.00368796,0.00370031,0.003691,0.003695,0,0,
638140284414089691,0.003694,0.003695,0.00368796,0.00370031,0.003692,0.003695,0,0,
638140284415950920,0.003694,0.003695,0.00368796,0.00370031,0.003692,0.003696,0,0,
638140284441849392,0.003694,0.003695,0.00368796,0.00370031,0.003691,0.003696,0,0,
638140284451682583,0.003693,0.003695,0.00368796,0.00370031,0.003691,0.003696,0,0,
638140284451683449,0.003693,0.003694,0.00368796,0.00370031,0.003691,0.003696,0,0,
638140284480875223,0.003693,0.003694,0.00368796,0.00370031,0.003691,0.003695,0,0,
638140284482037775,0.003693,0.003694,0.00368796,0.00370031,0.003691,0.003694,0,0,
638140284488763776,0.003692,0.003693,0.00368796,0.00370031,0.003691,0.003694,0,0,
638140284488765010,0.003692,0.003693,0.00368796,0.00370031,0.003691,0.003694,0,0,
638140284489947389,0.003692,0.003693,0.00368796,0.00369804,0.003691,0.003694,0,0,
638140284503426863,0.003692,0.003693,0.00368633,0.00369804,0.003691,0.003694,0,0,
638140284506748036,0.003692,0.003693,0.00368537,0.00369804,0.003691,0.003694,0,0,
638140284512827372,0.003691,0.003693,0.00368537,0.00369804,0.003691,0.003694,0,0,
638140284512828529,0.003691,0.003692,0.00368537,0.00369804,0.003691,0.003694,0,0,
638140284515190624,0.003691,0.003692,0.00368537,0.00369804,0.003691,0.003692,0,0,
638140284515191100,0.003691,0.003692,0.00368537,0.00369804,0.003691,0.003692,0,0,
638140284520158322,0.003691,0.003692,0.00368537,0.00369804,0.003691,0.003693,0,0,
638140284591893641,0.003691,0.003692,0.00368537,0.00369804,0.003691,0.003694,0,0,
638140284602930957,0.003691,0.003693,0.00368537,0.00369804,0.003691,0.003694,0,0,
638140284607935687,0.003691,0.003692,0.00368537,0.00369804,0.003691,0.003694,0,0,
638140284618997541,0.003691,0.003692,0.00368519,0.00369804,0.003691,0.003694,0,0,
638140284622128995,0.003691,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284635119584,0.003692,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284635121672,0.003692,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284663816339,0.003691,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284663818574,0.003691,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284706040789,0.003692,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284706041237,0.003692,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284710972000,0.003691,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284710972542,0.003691,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284717171263,0.003692,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284717172867,0.003692,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284740884672,0.003691,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284746912427,0.003691,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284821067917,0.003692,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284821069230,0.003692,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284824976311,0.003691,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284824977457,0.003691,0.003692,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284825908467,0.003691,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284827945806,0.003692,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284875003765,0.003693,0.003693,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284875005554,0.003693,0.003694,0.0036852,0.00369804,0.003691,0.003694,0,0,
638140284876887206,0.003693,0.003694,0.00368796,0.00369804,0.003691,0.003694,0,0,
638140284938912023,0.003693,0.003694,0.00368796,0.00369804,0.003691,0.003693,0,0,
638140284943790696,0.003693,0.003694,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140284959853926,0.003693,0.003694,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140284963929447,0.003693,0.003694,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140284984239022,0.003693,0.003694,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140284990998861,0.003693,0.003694,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140284991009223,0.003692,0.003694,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140284991009705,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140285000886327,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285006966492,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140285013852070,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285018903159,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140285022213098,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285029853770,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140285042944987,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285048939783,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285049890509,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285051926115,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140285051926759,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285055108509,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285055109049,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285059986449,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285059987022,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285071907197,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285080037627,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285081198684,0.003691,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285082074574,0.003691,0.003692,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285094974503,0.003692,0.003692,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285094976230,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285099877420,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285105863803,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003693,0,0,
638140285106956700,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285118948179,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285124110516,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285124110880,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285144866725,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003694,0,0,
638140285146913152,0.003692,0.003693,0.00368797,0.00369804,0.003691,0.003692,0,0,
638140285155918927,0.003692,0.003693,0.00368797,0.00369804,0.003692,0.003692,0,0,
638140285155923475,0.003692,0.003693,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285155923909,0.003692,0.003693,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285156111741,0.003693,0.003694,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285156112086,0.003693,0.003694,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285157017520,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285157019600,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285181034967,0.003693,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285184094739,0.003693,0.003694,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285200147418,0.003694,0.003694,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285200148929,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285203118345,0.003693,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285204057895,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285240931208,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140285241878474,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285251876689,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140285442873139,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003696,0,0,
638140285443989847,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140285485002055,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285500893584,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140285516943540,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285543935418,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140285563884223,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285566004609,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140285674523485,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285682888303,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140285702916414,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285705946241,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140285726902691,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285733203352,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140285838009256,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140285896915322,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003695,0,0,
638140285914052450,0.003694,0.003695,0.00368797,0.00369804,0.003691,0.003695,0,0,
638140285972928921,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003695,0,0,
638140286006987116,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003696,0,0,
638140286083993465,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286083993963,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286117982353,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003694,0,0,
638140286117983051,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003694,0,0,
638140286117984192,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003691,0,0,
638140286159009600,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003694,0,0,
638140286163940133,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003691,0,0,
638140286163940673,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003691,0,0,
638140286490026779,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003692,0,0,
638140286490990615,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003691,0,0,
638140286581948392,0.003694,0.003695,0.00368797,0.00369804,0.00369,0.003694,0,0,
638140286583066922,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286583067270,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286613063160,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140286616042145,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286696984566,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140286699035220,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286737984851,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140286870033060,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286870036691,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140286891092087,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286892997559,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140286892998159,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140286922217173,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286928960549,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140286949017247,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140286952005901,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003693,0,0,
638140286971960330,0.003694,0.003695,0.00368797,0.00369804,0.003692,0.003694,0,0,
638140287008034840,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140287008037759,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003695,0,0,
638140287009016337,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140287009967391,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003696,0,0,
638140287027956299,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003695,0,0,
638140287029060575,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140287035978062,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003695,0,0,
638140287038016276,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140287048481654,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003694,0,0,
638140287048483792,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003696,0,0,
638140287052036260,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003697,0,0,
638140287065037472,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287068981643,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287084955489,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003698,0,0,
638140287110020970,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287129148287,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003699,0,0,
638140287133110513,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003699,0,0,
638140287151959987,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287151961283,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287151961899,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287162004009,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003697,0,0,
638140287162983895,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287172091185,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003699,0,0,
638140287175087324,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287175088077,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287185981711,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287185982659,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287187052972,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287187054556,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287189007582,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287189008431,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287190021250,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287190021737,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287190952024,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287190952567,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287191985361,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287191985767,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287193024774,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287193025125,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287193978767,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287193980385,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287204519292,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003697,0,0,
638140287204521180,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003699,0,0,
638140287205203731,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003697,0,0,
638140287205204276,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003697,0,0,
638140287212773955,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287212774299,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287212774612,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287212775915,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003697,0,0,
638140287212777942,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003699,0,0,
638140287212778711,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003699,0,0,
638140287212779877,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140287212780094,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003697,0,0,
638140287212780653,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003699,0,0,
638140287212780882,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003699,0,0,
638140287239977075,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003699,0,0,
638140287259988229,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003699,0,0,
638140287263091426,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003699,0,0,
638140287286070108,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.0037,0,0,
638140287286071522,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.0037,0,0,
638140287287049535,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.0037,0,0,
638140287287050712,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003701,0,0,
638140287305017940,0.003694,0.003695,0.00368797,0.00369804,0.003698,0.003701,0,0,
638140287308983114,0.003694,0.003695,0.00368797,0.00369804,0.003699,0.003701,0,0,
638140287330055698,0.003694,0.003695,0.00368797,0.00369804,0.003698,0.003701,0,0,
638140287332994936,0.003694,0.003695,0.00368797,0.00369804,0.003699,0.003701,0,0,
638140287356101924,0.003694,0.003695,0.00368797,0.00369804,0.0037,0.003701,0,0,
638140287376984742,0.003694,0.003695,0.00368797,0.00369804,0.003699,0.003701,0,0,
638140287424126313,0.003694,0.003695,0.00368797,0.00369804,0.003699,0.0037,0,0,
638140287427008682,0.003694,0.003695,0.00368797,0.00369804,0.003699,0.003701,0,0,
638140287448080546,0.003694,0.003695,0.00368797,0.00369804,0.003699,0.0037,0,0,
638140287777022065,0.003694,0.003695,0.00368797,0.00369804,0.003698,0.0037,0,0,
638140287777025834,0.003694,0.003695,0.00368797,0.00369804,0.003698,0.003699,0,0,
638140287780012838,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003699,0,0,
638140287780014433,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003698,0,0,
638140287797147641,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003699,0,0,
638140287800115899,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003698,0,0,
638140287815261524,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287818054745,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287820092775,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.0037,0,0,
638140287823052236,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287823052719,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287825091997,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287826060425,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003698,0,0,
638140287837081328,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287847036924,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003698,0,0,
638140287849073040,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140287854029088,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003698,0,0,
638140287909070124,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003699,0,0,
638140287910006618,0.003694,0.003695,0.00368797,0.00369804,0.003697,0.003698,0,0,
638140288004145005,0.003694,0.003695,0.00368797,0.00369804,0.003696,0.003698,0,0,
638140288005064161,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140288005066445,0.003694,0.003695,0.00368797,0.00369804,0.003695,0.003697,0,0,
638140288010144921,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003697,0,0,
638140288013117193,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003696,0,0,
638140288028113655,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003695,0,0,
638140288048014201,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003697,0,0,
638140288052079355,0.003694,0.003695,0.00368797,0.00369804,0.003694,0.003696,0,0,
638140288056142736,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003696,0,0,
638140288059116640,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003695,0,0,
638140288077101036,0.003694,0.003695,0.00368797,0.00369804,0.003693,0.003694,0,0,
638140288086161370,0.003694,0.003695,0.00368833,0.00369804,0.003693,0.003694,0,0,
638140288097021999,0.003694,0.003695,0.00368833,0.00369804,0.003693,0.003695,0,0,
638140288101136471,0.003694,0.003695,0.00368833,0.00369804,0.003693,0.003694,0,0,
638140288105257784,0.003694,0.003695,0.00368833,0.00369804,0.003692,0.003694,0,0,
638140288121017582,0.003694,0.003695,0.00368833,0.00369804,0.003692,0.003695,0,0,
638140288122071016,0.003694,0.003695,0.00368833,0.00369804,0.003692,0.003694,0,0,
638140288123069540,0.003694,0.003695,0.00368833,0.00369804,0.003691,0.003693,0,0,
638140288123070015,0.003694,0.003695,0.00368833,0.00369804,0.003691,0.003693,0,0,
638140288143004631,0.003694,0.003695,0.00368833,0.00369804,0.003691,0.003694,0,0,
638140288152008619,0.003694,0.003695,0.00368833,0.00369804,0.003691,0.003693,0,0,
638140288152950359,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003693,0,0,
638140288163303372,0.003694,0.003695,0.00368834,0.00369804,0.003692,0.003693,0,0,
638140288164194416,0.003694,0.003695,0.00368834,0.00369804,0.003692,0.003694,0,0,
638140288164204207,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003694,0,0,
638140288165172969,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003696,0,0,
638140288165179175,0.003694,0.003695,0.00368834,0.00369804,0.003692,0.003696,0,0,
638140288165181131,0.003694,0.003695,0.00368834,0.00369804,0.003693,0.003696,0,0,
638140288166245883,0.003694,0.003695,0.00368834,0.00369804,0.003694,0.003696,0,0,
638140288166246924,0.003694,0.003695,0.00368834,0.00369804,0.003694,0.003696,0,0,
638140288167377796,0.003694,0.003695,0.00368834,0.00369804,0.003692,0.003696,0,0,
638140288169212268,0.003694,0.003695,0.00368834,0.00369804,0.003692,0.003695,0,0,
638140288176809263,0.003694,0.003695,0.00369062,0.00369804,0.003692,0.003695,0,0,
638140288179167167,0.003694,0.003695,0.00369062,0.00369804,0.003694,0.003695,0,0,
638140288181009792,0.003694,0.003695,0.00369062,0.00369804,0.003693,0.003695,0,0,
638140288182269239,0.003694,0.003695,0.00369062,0.00369804,0.003694,0.003695,0,0,
638140288189172164,0.003694,0.003695,0.00369062,0.00369804,0.003694,0.003696,0,0,
638140288190206626,0.003694,0.003695,0.00369062,0.00369804,0.003693,0.003696,0,0,
638140288202380736,0.003694,0.003695,0.00369062,0.00369804,0.003693,0.003695,0,0,
638140288204397163,0.003694,0.003695,0.00369062,0.00369804,0.003692,0.003695,0,0,
638140288209313019,0.003694,0.003695,0.00369062,0.00369804,0.003692,0.003696,0,0,
638140288211238253,0.003694,0.003695,0.00369062,0.00369804,0.003692,0.003695,0,0,
638140288212333504,0.003694,0.003695,0.00369062,0.00369804,0.003692,0.003694,0,0,
638140288215284915,0.003694,0.003695,0.00368834,0.00369804,0.003692,0.003694,0,0,
638140288215287032,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003694,0,0,
638140288216377014,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003696,0,0,
638140288216377521,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003695,0,0,
638140288217341144,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003694,0,0,
638140288218301438,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003693,0,0,
638140288220312186,0.003694,0.003695,0.00368834,0.00369804,0.003691,0.003692,0,0,
638140288222307361,0.003694,0.003695,0.00368834,0.00369804,0.003689,0.003692,0,0,
638140288223379423,0.003694,0.003695,0.00368834,0.00369804,0.003689,0.003691,0,0,
638140288223685651,0.003694,0.003695,0.00368834,0.00369704,0.003689,0.003691,0,0,
638140288224314099,0.003694,0.003695,0.00368834,0.00369704,0.003689,0.00369,0,0,
638140288227277205,0.003694,0.003695,0.00368834,0.00369704,0.003688,0.00369,0,0,
638140288229332966,0.003694,0.003695,0.00368834,0.00369704,0.003688,0.003691,0,0,
638140288235242844,0.003694,0.003695,0.00368834,0.00369704,0.003687,0.003691,0,0,
638140288236362349,0.003694,0.003695,0.00368834,0.00369704,0.003686,0.003691,0,0,
638140288239289406,0.003694,0.003695,0.00368834,0.00369704,0.003686,0.00369,0,0,
638140288239289785,0.003694,0.003695,0.00368834,0.00369704,0.003686,0.003689,0,0,
638140288241300119,0.003694,0.003695,0.00368834,0.00369704,0.003687,0.003689,0,0,
638140288243329418,0.003694,0.003695,0.00368834,0.00369704,0.003688,0.003689,0,0,
638140288246527715,0.003694,0.003695,0.00368834,0.00369704,0.003688,0.00369,0,0,
638140288256882136,0.003694,0.003689,0.00368834,0.00369704,0.003688,0.00369,0,0,
638140288259255212,0.003694,0.003692,0.00368834,0.00369704,0.003688,0.00369,0,0,
638140288259256926,0.003694,0.003689,0.00368834,0.00369704,0.003688,0.00369,0,0,
638140288260305214,0.003694,0.003689,0.00368834,0.00369704,0.003687,0.00369,0,0,
638140288262307947,0.003694,0.003689,0.00368834,0.00369704,0.003688,0.00369,0,0,
638140288262311465,0.003694,0.003689,0.00368834,0.00369704,0.003688,0.003689,0,0,
638140288263409203,0.003694,0.003689,0.00368834,0.00369704,0.003687,0.003689,0,0,
638140288263973172,0.003694,0.003689,0.00368834,0.00369403,0.003687,0.003689,0,0,
638140288264810900,0.003694,0.003688,0.00368834,0.00369403,0.003687,0.003689,0,0,
638140288265295687,0.003694,0.003688,0.00368834,0.00369403,0.003686,0.003689,0,0,
638140288267376278,0.003694,0.003688,0.00368834,0.00369403,0.003686,0.003688,0,0,
638140288272283939,0.003694,0.003688,0.00368834,0.00369403,0.003686,0.003689,0,0,
638140288275291323,0.003694,0.003688,0.00368834,0.00369403,0.003687,0.003689,0,0,
638140288275292949,0.003694,0.003688,0.00368834,0.00369403,0.003687,0.003688,0,0,
638140288294246933,0.003694,0.003688,0.00368834,0.00369403,0.003687,0.00369,0,0,
