time,binanceBTCUSDTbidMax,binanceBTCUSDTsellMin,nicehashBTCUSDTbidMax,nicehashBTCUSDTsellMin,okxBTCUSDTBTC-USDTbidMax,okxBTCUSDTBTC-USDTsellMin,bitstampBTCUSDTbidMax,bitstampBTCUSDTsellMin,
638140282301807801,19884.45,19885.21,0,0,19886.1,19886.2,0,0,
638140282303053835,19883.62,19885.21,0,0,19886.1,19886.2,0,0,
638140282303070284,19883.62,19885.2,0,0,19886.1,19886.2,0,0,
638140282303072243,19883.62,19885.16,0,0,19886.1,19886.2,0,0,
638140282303072447,19883.62,19884.88,0,0,19886.1,19886.2,0,0,
638140282303072829,19883.62,19884.88,0,0,19886.1,19886.2,0,0,
638140282303073166,19883.62,19884.88,0,0,19886.1,19886.2,0,0,
638140282303073399,19883.62,19884.88,0,0,19886.1,19886.2,0,0,
638140282303074324,19883.62,19884.84,0,0,19886.1,19886.2,0,0,
638140282303074540,19883.62,19884.83,0,0,19886.1,19886.2,0,0,
638140282303074870,19883.62,19884.69,0,0,19886.1,19886.2,0,0,
638140282303075153,19883.62,19884.69,0,0,19886.1,19886.2,0,0,
638140282303076340,19883.62,19884.59,0,0,19886.1,19886.2,0,0,
638140282303076533,19883.62,19884.28,0,0,19886.1,19886.2,0,0,
638140282303076840,19883.62,19884.28,0,0,19886.1,19886.2,0,0,
638140282303078393,19883.62,19884.07,0,0,19886.1,19886.2,0,0,
638140282303814895,19883.62,19884.07,0,0,19885.9,19886.2,0,0,
638140282303824964,19883.62,19884.07,0,0,19885.9,19886,0,0,
638140282303825283,19883.62,19884.07,0,0,19885.9,19886,0,0,
638140282303995440,19883.41,19884.07,0,0,19885.9,19886,0,0,
638140282304022472,19883.41,19884.02,0,0,19885.9,19886,0,0,
638140282304022999,19883.41,19884,0,0,19885.9,19886,0,0,
638140282304023426,19883.41,19883.96,0,0,19885.9,19886,0,0,
638140282304023888,19883.41,19883.93,0,0,19885.9,19886,0,0,
638140282304024514,19883.41,19883.92,0,0,19885.9,19886,0,0,
638140282304024785,19883.41,19883.91,0,0,19885.9,19886,0,0,
638140282304025214,19883.41,19883.78,0,0,19885.9,19886,0,0,
638140282304031477,19883.41,19883.72,0,0,19885.9,19886,0,0,
638140282304032046,19883.41,19883.71,0,0,19885.9,19886,0,0,
638140282304032317,19883.41,19883.69,0,0,19885.9,19886,0,0,
638140282304899683,19883.41,19883.69,0,0,19885.9,19885.7,0,0,
638140282304900211,19883.41,19883.69,0,0,19885.9,19885.7,0,0,
638140282304901960,19883.41,19883.69,0,0,19885.9,19884.6,0,0,
638140282304902313,19883.41,19883.69,0,0,19885.9,19884.6,0,0,
638140282304904627,19883.41,19883.69,0,0,19885.9,19884.2,0,0,
638140282304925480,19882.76,19883.69,0,0,19885.9,19884.2,0,0,
638140282304946348,19882.76,19883.9,0,0,19885.9,19884.2,0,0,
638140282304974982,19882.76,19883.9,0,0,19884.1,19884.2,0,0,
638140282305867519,19882.78,19883.9,0,0,19884.1,19884.2,0,0,
638140282305868017,19882.78,19883.9,0,0,19884.1,19884.2,0,0,
638140282305868451,19882.78,19883.9,0,0,19884.1,19884.2,0,0,
638140282305869600,19882.81,19883.9,0,0,19884.1,19884.2,0,0,
638140282305869836,19883.18,19883.9,0,0,19884.1,19884.2,0,0,
638140282305870417,19883.21,19883.9,0,0,19884.1,19884.2,0,0,
638140282305882102,19883.21,19883.92,0,0,19884.1,19884.2,0,0,
638140282305882410,19883.21,19884.25,0,0,19884.1,19884.2,0,0,
638140282306791118,19883.2,19884.25,0,0,19884.1,19884.2,0,0,
638140282306801310,19883.2,19884.22,0,0,19884.1,19884.2,0,0,
638140282306801779,19883.2,19884.01,0,0,19884.1,19884.2,0,0,
638140282306802141,19883.2,19884.01,0,0,19884.1,19884.2,0,0,
638140282306802461,19883.2,19884.01,0,0,19884.1,19884.2,0,0,
638140282306803159,19883.2,19883.99,0,0,19884.1,19884.2,0,0,
638140282307898475,19883.21,19883.99,0,0,19884.1,19884.2,0,0,
638140282308839427,19882.63,19883.99,0,0,19884.1,19884.2,0,0,
638140282308849858,19882.63,19883.84,0,0,19884.1,19884.2,0,0,
638140282308850513,19882.63,19883.82,0,0,19884.1,19884.2,0,0,
638140282308850866,19882.63,19883.82,0,0,19884.1,19884.2,0,0,
638140282309783832,19882.54,19883.82,0,0,19884.1,19884.2,0,0,
638140282309784500,19882.74,19883.82,0,0,19884.1,19884.2,0,0,
