time,binanceXRPBTCbidMax,binanceXRPBTCsellMin,nicehashXRPBTCbidMax,nicehashXRPBTCsellMin,okxXRPBTCXRP-BTCbidMax,okxXRPBTCXRP-BTCsellMin,bitstampXRPBTCbidMax,bitstampXRPBTCsellMin,
638140286736994997,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.858E-05,0,0,
638140286736997301,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140286747946802,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140286859942578,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.857E-05,1.858E-05,0,0,
638140286860892517,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140286893006170,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.857E-05,1.858E-05,0,0,
638140286896920948,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.856E-05,1.858E-05,0,0,
638140286909966505,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.857E-05,1.858E-05,0,0,
638140286935916925,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140286981941214,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140286992021330,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140286992021801,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140287053090117,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287077959381,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287080915960,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287106894516,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287123988738,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287131839645,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287179963509,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287205062859,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287235979929,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140287284958575,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287340022527,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287347008284,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140287347960077,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287352960489,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287388966290,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140287403979194,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287409966555,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140287421925682,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287446001882,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287493052128,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287615979966,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287639905356,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287676052006,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140287732992309,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287753928249,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287789945389,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287799021783,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287839011467,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140287839933716,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287841999149,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287961933992,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140287978045909,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140287983988496,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288009950427,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140288015949969,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288015953305,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288020019650,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288038050410,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288038050795,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288042942548,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140288046915219,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288075994406,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140288134986964,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288135961011,1.853E-05,1.854E-05,1.85E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288140063847,1.853E-05,1.854E-05,1.853E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288147105633,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288151034647,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288156006632,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288158042566,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288166085888,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288172172877,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288173999491,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288185122561,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288208127971,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288210152072,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288211086775,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288212329644,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288215139960,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288217158337,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288218097099,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140288218098839,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288220131692,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288221368839,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288226026996,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288226028514,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288229150304,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288231039896,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288232137286,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288233210331,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288238048650,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140288239127723,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288241146304,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288243003673,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288245057762,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288246430427,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288253135913,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288255707306,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288259252554,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140288259262990,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288267148907,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.858E-05,0,0,
638140288271028268,1.853E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288278666082,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288287707996,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288289098891,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288290202857,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288292077341,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288295008183,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140288295009199,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140288296088491,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288296716279,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288308647974,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288311736384,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288328730593,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288329722766,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288331756724,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140288332067018,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.859E-05,0,0,
638140288332067551,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288332779536,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288334097943,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288337200164,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288338139638,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140288340168825,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288340638095,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288344994776,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288363059302,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288364760941,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288365704662,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288368835234,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288370544645,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288378086548,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288391304488,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288393189555,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140288393191208,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288394098349,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288396116799,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288398117382,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288402944704,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288404024857,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288406065360,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288407023579,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288408077052,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288409945693,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288417154418,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288418017752,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140288419107300,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140288420082378,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140288421034703,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288421035191,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288424101104,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288427064802,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288430018581,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288440162599,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140288442006566,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288452724218,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288550954465,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140288560289963,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288562156499,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140288563084890,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288563087514,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.861E-05,0,0,
638140288564188688,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288567778940,1.861E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288568085647,1.861E-05,1.854E-05,1.857E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288569677082,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288574783698,1.862E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288576968393,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288577168957,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288581037713,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288587099312,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288603127319,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288611057746,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288633816277,1.862E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288663816186,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288670037914,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288670976484,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288676789839,1.862E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288679860480,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140288680037383,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288732054682,1.86E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288732794445,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288733897376,1.859E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288733897938,1.859E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288734347880,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288734967509,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288743088991,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140288744015680,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288745107459,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288745107996,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288748856313,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288749852170,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288759279174,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140288759282235,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288761298741,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140288762132933,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288768026290,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140288769084981,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288774986542,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.862E-05,0,0,
638140288776115821,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288790275723,1.86E-05,1.854E-05,1.857E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288816984362,1.86E-05,1.854E-05,1.858E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288816990067,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140288819009296,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288819009805,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.86E-05,1.862E-05,0,0,
638140288903070148,1.861E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140289000848242,1.86E-05,1.854E-05,1.858E-05,1.855E-05,1.861E-05,1.862E-05,0,0,
638140289104234041,1.86E-05,1.854E-05,1.858E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289104236468,1.86E-05,1.854E-05,1.858E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289154075089,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289154075557,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289182967997,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289183109333,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289248147983,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289253004843,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289255175292,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289281093023,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289282365844,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140289321054833,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140289321256467,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289333022705,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.86E-05,0,0,
638140289339081803,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289340988383,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289364133845,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289374097450,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289378294280,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289379109238,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289380309009,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289382194000,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289383153517,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289387440915,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289421180637,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289422054219,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289422206100,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289433189728,1.86E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289487192794,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.859E-05,1.861E-05,0,0,
638140289496097494,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289497073099,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289532216926,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289534276059,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289535185691,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289536112542,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289537067083,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289539200770,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289592229722,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289593055966,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289632210267,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289634080332,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289659125525,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289660084342,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289791268210,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289794408947,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289806118329,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.861E-05,0,0,
638140289807020354,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289818332259,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289855251093,1.859E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289859339726,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289930031395,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140289937146932,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
638140289945125223,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140289965195795,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140289973092299,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140289988165599,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140290007201028,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140290018069725,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.858E-05,1.86E-05,0,0,
638140290030033528,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.86E-05,0,0,
638140290033023865,1.858E-05,1.854E-05,1.856E-05,1.855E-05,1.857E-05,1.859E-05,0,0,
