time,binanceETHBTCbidMax,binanceETHBTCsellMin,nicehashETHBTCbidMax,nicehashETHBTCsellMin,okxETHBTCETH-BTCbidMax,okxETHBTCETH-BTCsellMin,bitstampETHBTCbidMax,bitstampETHBTCsellMin,cryptoETHBTCbidMax,cryptoETHBTCsellMin,
14 March 2023 05:43:20,0.068643,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068643,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068643,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:20,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068644,0.06865,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068644,0.068649,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068643,0.068649,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068643,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:21,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:22,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:22,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:22,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:22,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:22,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:22,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:23,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:23,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:23,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:23,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:23,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:24,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:24,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:24,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:24,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:24,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:24,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:25,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:26,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:26,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:27,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:27,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:27,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:27,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:27,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:27,0.068641,0.068642,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068641,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068638,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:28,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:29,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:29,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:29,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:29,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:30,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:30,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:30,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:31,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068637,0.068638,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068637,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:32,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:33,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:33,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:33,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:33,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:34,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:34,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:34,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:34,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:34,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068636,0.068637,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068636,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068636,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068635,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068635,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:35,0.068635,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068635,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068635,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068635,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068631,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068631,0.068636,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:36,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:37,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:37,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:37,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:37,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:37,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:38,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:38,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:38,0.068631,0.068632,0.06858192,0.06873872,0.06863,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:39,0.068631,0.068632,0.06858192,0.06873872,0.06863,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:39,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:39,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:39,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:39,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:40,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:40,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:40,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:41,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:41,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:41,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:42,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:42,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:42,0.068631,0.068632,0.06858192,0.06873872,0.06863,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:42,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:43,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:44,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:44,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:45,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:46,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:46,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:46,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:46,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:46,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:46,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:47,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:47,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:47,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:47,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:47,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:48,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:49,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:50,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:50,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:50,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:50,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:51,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:51,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:51,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:51,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:52,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:53,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:53,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:53,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:53,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
14 March 2023 05:43:53,0.068631,0.068632,0.06858192,0.06873872,0.06864,0.06865,0.06860882,0.06853,0.068707,0.06863,
