time,binanceXRPUSDTbidMax,binanceXRPUSDTsellMin,nicehashXRPUSDTbidMax,nicehashXRPUSDTsellMin,okxXRPUSDTXRP-USDTbidMax,okxXRPUSDTXRP-USDTsellMin,bitstampXRPUSDTbidMax,bitstampXRPUSDTsellMin,krakenXRPUSDTbidMax,krakenXRPUSDTsellMin,cryptoXRPUSDTbidMax,cryptoXRPUSDTsellMin,
14 March 2023 14:23:23,0.3818,0.3819,0.38097,0.38242,0.38193,0.38059,0.38023,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38097,0.38242,0.38193,0.38059,0.38023,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38097,0.38242,0.38191,0.38059,0.38023,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38023,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38024,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38024,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38024,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38024,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38024,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38024,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:23,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:24,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.3819,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38193,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38193,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38193,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:25,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38191,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38192,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38195,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
14 March 2023 14:23:26,0.3818,0.3819,0.38127,0.38242,0.38196,0.38059,0.38034,0.38058,0.3824,0.37952,0.38034,0.38003,
