time,binanceETHUSDTbidMax,binanceETHUSDTsellMin,nicehashETHUSDTbidMax,nicehashETHUSDTsellMin,okxETHUSDTETH-USDTbidMax,okxETHUSDTETH-USDTsellMin,bitstampETHUSDTbidMax,bitstampETHUSDTsellMin,krakenETHUSDTbidMax,krakenETHUSDTsellMin,cryptoETHUSDTbidMax,cryptoETHUSDTsellMin,
14 March 2023 05:45:34,1670.53,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.53,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.53,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.54,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.57,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.57,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.39,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.48,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:34,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:35,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:35,1670.64,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:35,1670.48,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
14 March 2023 05:45:35,1670.48,1669.68,1667.66,1672.53,1670.54,1669.13,1668.5,1668.3,1673.32,1665.87,1670.49,1668.33,
