time,binanceBTCUSDTbidMax,binanceBTCUSDTsellMin,nicehashBTCUSDTbidMax,nicehashBTCUSDTsellMin,okxBTCUSDTBTC-USDTbidMax,okxBTCUSDTBTC-USDTsellMin,bitstampBTCUSDTbidMax,bitstampBTCUSDTsellMin,cryptoBTCUSDTbidMax,cryptoBTCUSDTsellMin,
14 March 2023 05:39:07,24257.84,24259.26,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:07,24257.87,24259.26,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:07,24257.89,24259.26,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:07,24258.02,24259.26,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:07,24258.03,24259.26,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:07,24258.2,24259.26,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:07,24258.2,24260.54,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.22,24260.54,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.22,24260.54,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.23,24260.54,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.23,24260.54,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.23,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.21,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.25,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.44,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.44,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.44,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.52,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.57,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.51,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.46,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.45,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.44,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.43,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24258.98,24260.43,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.43,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.51,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.29,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.25,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.24,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.22,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.2,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.18,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24259.86,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259.01,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259.03,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259.05,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259.05,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:08,24259.05,24260.16,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.05,24260.23,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.05,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.05,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.06,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.06,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.07,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.07,24260.73,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.07,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.07,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.07,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
14 March 2023 05:39:09,24259.08,24260.74,24237.25,24305.96,24287.9,24286,24296,24276,24320.28,24269.05,
