time,binanceLTCBTCbidMax,binanceLTCBTCsellMin,nicehashLTCBTCbidMax,nicehashLTCBTCsellMin,okxLTCBTCLTC-BTCbidMax,okxLTCBTCLTC-BTCsellMin,bitstampLTCBTCbidMax,bitstampLTCBTCsellMin,cryptoLTCBTCbidMax,cryptoLTCBTCsellMin,
14 March 2023 05:39:08,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:08,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:08,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:08,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:08,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:08,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:09,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:09,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:09,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:09,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:09,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:10,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:10,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:10,0.003315,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:11,0.003314,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:11,0.003314,0.003316,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:11,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:11,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:11,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:12,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:13,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:13,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:13,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003317,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:14,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:15,0.003314,0.003315,0.00330947,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:15,0.003314,0.003315,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:20,0.003314,0.003315,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:20,0.003314,0.003315,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00332215,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003315,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003315,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003315,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003316,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00332171,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.0033217,0.0033192,0.0033158,
14 March 2023 05:39:21,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.0033217,0.0033192,0.0033158,
14 March 2023 05:39:22,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.0033217,0.0033192,0.0033158,
14 March 2023 05:39:22,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00332053,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331959,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:23,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003315,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331888,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331887,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331887,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003314,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331887,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331887,0.0033192,0.0033158,
14 March 2023 05:39:24,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331887,0.0033192,0.0033158,
14 March 2023 05:39:25,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331887,0.0033192,0.0033158,
14 March 2023 05:39:25,0.003314,0.003313,0.00330682,0.00332052,0.003319,0.003314,0.00331425,0.00331831,0.0033192,0.0033158,
14 March 2023 05:42:51,0.003309,0.003318,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:51,0.003309,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:51,0.003309,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:51,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:51,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:53,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:53,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:54,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:54,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:54,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:55,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:55,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:55,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:55,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:56,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:56,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:56,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:57,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:58,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:58,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:58,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:58,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:42:59,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:00,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:01,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:01,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:02,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:02,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:02,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:02,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:03,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:04,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:05,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:05,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:05,0.003316,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:05,0.003315,0.003317,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:06,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:06,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:06,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:06,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:06,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:06,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:07,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:08,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:09,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:09,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:09,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:09,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:09,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:09,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003317,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:10,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:10,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:11,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:11,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:11,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:11,0.003315,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003316,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:12,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003316,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:13,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:14,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:14,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:14,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:14,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:14,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003318,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003318,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003318,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003316,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:15,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
14 March 2023 05:43:16,0.003314,0.003315,0.00331002,0.00332152,0.003319,0.003315,0.00331504,0.00332208,0.0033188,0.0033167,
