time,binanceUNIBTCbidMax,binanceUNIBTCsellMin,nicehashUNIBTCbidMax,nicehashUNIBTCsellMin,okxUNIBTCUNI-BTCbidMax,okxUNIBTCUNI-BTCsellMin,bitstampUNIBTCbidMax,bitstampUNIBTCsellMin,cryptoUNIBTCbidMax,cryptoUNIBTCsellMin,
15 March 2023 23:04:49,0.0002409,0.000241,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:50,0.0002409,0.000241,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:52,0.000241,0.000241,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:52,0.000241,0.000241,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:52,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:52,0.000241,0.0002412,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:53,0.000241,0.0002412,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:53,0.000241,0.0002412,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:53,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:54,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024046,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:55,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:56,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:56,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:57,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:57,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:57,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:57,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:57,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:04:59,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024047,0.00024075,
15 March 2023 23:05:01,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:01,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:02,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:02,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:03,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:03,0.000241,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:03,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:04,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:05,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:05,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:09,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:11,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
15 March 2023 23:05:12,0.0002409,0.0002411,0.00024037,0.00024152,0.0002408,0.0002407,0.00029998,0.00021606,0.00024053,0.00024075,
